AGI,dir,tp
AT1G66290,down,48 h
AT1G66300,down,48 h
AT4G26350,down,48 h
AT5G25850,down,48 h
AT5G62970,down,48 h
AT3G42770,down,48 h
AT3G58920,down,48 h
AT3G59160,down,48 h
AT3G59170,down,48 h
AT3G59240,down,48 h
AT4G13960,down,48 h
AT5G38396,down,48 h
AT1G11620,down,48 h
AT1G15680,down,48 h
AT1G62270,down,48 h
AT3G17540,down,48 h
AT3G17570,down,48 h
AT3G19410,down,48 h
AT3G22730,down,48 h
AT3G22870,down,48 h
AT3G27910,down,48 h
AT3G43710,down,48 h
AT3G47150,down,48 h
AT4G02310,down,48 h
AT4G11770,down,48 h
AT4G12810,down,48 h
AT4G12820,down,48 h
AT4G22430,down,48 h
AT4G35120,down,48 h
AT4G39756,down,48 h
AT4G39760,down,48 h
AT5G02980,down,48 h
AT5G28160,down,48 h
AT5G38680,down,48 h
AT2G41360,down,48 h
AT1G05080,down,48 h
AT1G61330,down,48 h
AT5G56390,down,48 h
AT5G56410,down,48 h
AT5G56690,down,48 h
AT5G56820,down,48 h
AT1G70110,down,48 h
AT1G70870,down,48 h
AT1G53010,down,48 h
AT5G57750,down,48 h
AT5G53040,down,48 h
AT3G12000,down,48 h
AT5G18330,down,48 h
AT3G45990,down,48 h
AT2G13150,down,48 h
AT1G33220,down,48 h
AT5G20390,down,48 h
AT5G25430,down,48 h
AT1G32250,down,48 h
AT3G01830,down,48 h
AT2G37910,down,48 h
AT1G03050,down,48 h
AT2G22160,down,48 h
AT2G31620,down,48 h
AT3G29040,down,48 h
AT3G21910,down,48 h
AT3G22010,down,48 h
AT4G20680,down,48 h
AT1G32710,down,48 h
AT3G51210,down,48 h
AT5G56369,down,48 h
AT5G46877,down,48 h
AT3G33187,down,48 h
AT5G66890,down,48 h
AT3G13280,down,48 h
AT5G35640,down,48 h
AT5G67010,down,48 h
AT5G07760,down,48 h
AT3G04150,down,48 h
AT1G29870,down,48 h
AT2G29220,down,48 h
AT2G10550,down,48 h
AT5G11400,down,48 h
AT1G72000,down,48 h
AT5G50040,down,48 h
AT1G49100,down,48 h
AT2G04300,down,48 h
AT2G14440,down,48 h
AT1G72460,down,48 h
AT3G15870,down,48 h
AT3G30540,down,48 h
AT3G53070,down,48 h
AT4G10440,down,48 h
AT3G51070,down,48 h
AT5G37610,down,48 h
AT3G45690,down,48 h
AT1G50050,down,48 h
AT3G09590,down,48 h
AT5G15110,down,48 h
AT1G11920,down,48 h
AT5G07410,down,48 h
AT5G07420,down,48 h
AT5G61680,down,48 h
AT3G17152,down,48 h
AT4G03930,down,48 h
AT4G15980,down,48 h
AT5G49180,down,48 h
AT3G42560,down,48 h
AT3G17550,down,48 h
AT4G11730,down,48 h
AT3G18810,down,48 h
AT1G76370,down,48 h
AT3G50730,down,48 h
AT2G16620,down,48 h
AT4G08260,down,48 h
AT2G30730,down,48 h
AT2G40580,down,48 h
AT1G72760,down,48 h
AT1G01450,down,48 h
AT5G55855,down,48 h
AT4G20200,down,48 h
AT2G27700,down,48 h
AT4G04402,down,48 h
AT2G07440,down,48 h
AT1G56040,down,48 h
AT1G22720,down,48 h
AT4G14225,down,48 h
AT1G29570,down,48 h
AT3G22030,down,48 h
AT4G11890,down,48 h
AT3G23270,down,48 h
AT2G01240,down,48 h
AT3G30820,down,48 h
AT3G44570,down,48 h
AT2G14000,down,48 h
AT3G25270,down,48 h
AT1G33850,down,48 h
AT5G63300,down,48 h
AT4G36100,down,48 h
AT3G26860,down,48 h
AT3G54925,down,48 h
AT3G24060,down,48 h
AT3G26870,down,48 h
AT3G26880,down,48 h
AT3G27680,down,48 h
AT3G57840,down,48 h
AT5G04350,down,48 h
AT5G06020,down,48 h
AT5G06030,down,48 h
AT5G11830,down,48 h
AT5G12060,down,48 h
AT5G26050,down,48 h
AT5G38440,down,48 h
AT2G06090,down,48 h
AT2G24880,down,48 h
AT4G16195,down,48 h
AT4G10895,down,48 h
AT1G11765,down,48 h
AT1G04645,down,48 h
AT1G26795,down,48 h
AT1G26798,down,48 h
AT3G13227,down,48 h
AT4G03156,down,48 h
AT1G54590,down,48 h
AT1G11925,down,48 h
AT3G22040,down,48 h
AT3G46850,down,48 h
AT4G21260,down,48 h
AT4G26280,down,48 h
AT3G44180,down,48 h
AT5G10880,down,48 h
AT3G29190,down,48 h
AT1G58450,down,48 h
AT5G44330,down,48 h
AT5G43120,down,48 h
AT5G51360,down,48 h
AT2G33090,down,48 h
AT2G33300,down,48 h
AT1G25330,down,48 h
AT5G27310,down,48 h
AT2G13640,down,48 h
AT2G27780,down,48 h
AT4G38070,down,48 h
AT1G30670,down,48 h
AT1G12540,down,48 h
AT4G20810,down,48 h
AT4G10680,down,48 h
AT4G21010,down,48 h
AT5G32460,down,48 h
AT4G31690,down,48 h
AT3G16040,down,48 h
AT2G31690,down,48 h
AT3G02270,down,48 h
AT1G65990,down,48 h
AT1G65140,down,48 h
AT1G65170,down,48 h
AT2G27650,down,48 h
AT4G05240,down,48 h
AT4G05250,down,48 h
AT4G05260,down,48 h
AT4G05270,down,48 h
AT5G09340,down,48 h
AT5G11080,down,48 h
AT2G32360,down,48 h
AT5G06890,down,48 h
AT1G11970,down,48 h
AT5G25340,down,48 h
AT1G31370,down,48 h
AT3G58230,down,48 h
AT3G58320,down,48 h
AT4G22420,down,48 h
AT2G05430,down,48 h
AT1G23590,down,48 h
AT3G49270,down,48 h
AT1G48953,down,48 h
AT1G61353,down,48 h
AT2G11851,down,48 h
AT2G20170,down,48 h
AT2G41225,down,48 h
AT3G27415,down,48 h
AT3G60000,down,48 h
AT3G62097,down,48 h
AT4G10970,down,48 h
AT4G18692,down,48 h
AT4G28775,down,48 h
AT4G01335,down,48 h
AT4G17590,down,48 h
AT4G18320,down,48 h
AT1G12672,down,48 h
AT2G02498,down,48 h
AT2G20970,down,48 h
AT3G13677,down,48 h
AT5G35603,down,48 h
AT1G11230,down,48 h
AT1G36922,down,48 h
AT1G01400,down,48 h
AT1G10100,down,48 h
AT1G10250,down,48 h
AT1G12180,down,48 h
AT1G19500,down,48 h
AT1G20400,down,48 h
AT1G20740,down,48 h
AT1G21950,down,48 h
AT1G22010,down,48 h
AT1G22120,down,48 h
AT1G23270,down,48 h
AT1G23580,down,48 h
AT1G23680,down,48 h
AT1G23690,down,48 h
AT1G24060,down,48 h
AT1G24380,down,48 h
AT1G24390,down,48 h
AT1G24822,down,48 h
AT1G25300,down,48 h
AT1G26140,down,48 h
AT1G26710,down,48 h
AT1G28375,down,48 h
AT1G28500,down,48 h
AT1G29480,down,48 h
AT1G29580,down,48 h
AT1G30020,down,48 h
AT1G31270,down,48 h
AT1G31620,down,48 h
AT1G31960,down,48 h
AT1G33820,down,48 h
AT1G34400,down,48 h
AT1G35040,down,48 h
AT1G35400,down,48 h
AT1G35614,down,48 h
AT1G35820,down,48 h
AT1G35900,down,48 h
AT1G36230,down,48 h
AT1G36580,down,48 h
AT1G37010,down,48 h
AT1G38950,down,48 h
AT1G42700,down,48 h
AT1G43320,down,48 h
AT1G43630,down,48 h
AT1G43680,down,48 h
AT1G43720,down,48 h
AT1G43970,down,48 h
AT1G44010,down,48 h
AT1G44674,down,48 h
AT1G46336,down,48 h
AT1G47470,down,48 h
AT1G47660,down,48 h
AT1G47813,down,48 h
AT1G48095,down,48 h
AT1G49260,down,48 h
AT1G49680,down,48 h
AT1G50530,down,48 h
AT1G52390,down,48 h
AT1G53640,down,48 h
AT1G54420,down,48 h
AT1G54700,down,48 h
AT1G54880,down,48 h
AT1G57906,down,48 h
AT1G59535,down,48 h
AT1G61090,down,48 h
AT1G62060,down,48 h
AT1G62070,down,48 h
AT1G62080,down,48 h
AT1G62210,down,48 h
AT1G62920,down,48 h
AT1G64340,down,48 h
AT1G64870,down,48 h
AT1G65740,down,48 h
AT1G65760,down,48 h
AT1G67540,down,48 h
AT1G68875,down,48 h
AT1G69090,down,48 h
AT1G69470,down,48 h
AT1G70040,down,48 h
AT1G70120,down,48 h
AT1G71470,down,48 h
AT1G72080,down,48 h
AT1G72580,down,48 h
AT1G73510,down,48 h
AT1G74220,down,48 h
AT1G76840,down,48 h
AT1G76910,down,48 h
AT1G77910,down,48 h
AT1G78470,down,48 h
AT1G78640,down,48 h
AT3G01250,down,48 h
AT3G04990,down,48 h
AT3G05080,down,48 h
AT3G06090,down,48 h
AT3G07710,down,48 h
AT3G09140,down,48 h
AT3G11060,down,48 h
AT3G11160,down,48 h
AT3G11310,down,48 h
AT3G12840,down,48 h
AT3G13370,down,48 h
AT3G13630,down,48 h
AT3G15860,down,48 h
AT3G15910,down,48 h
AT3G16960,down,48 h
AT3G18700,down,48 h
AT3G21320,down,48 h
AT3G21980,down,48 h
AT3G23040,down,48 h
AT3G23850,down,48 h
AT3G24260,down,48 h
AT3G24690,down,48 h
AT3G25200,down,48 h
AT3G26390,down,48 h
AT3G27800,down,48 h
AT3G28020,down,48 h
AT3G28120,down,48 h
AT3G28260,down,48 h
AT3G28280,down,48 h
AT3G28630,down,48 h
AT3G28770,down,48 h
AT3G28790,down,48 h
AT3G28810,down,48 h
AT3G28820,down,48 h
AT3G28830,down,48 h
AT3G28870,down,48 h
AT3G28980,down,48 h
AT3G28990,down,48 h
AT3G29080,down,48 h
AT3G29570,down,48 h
AT3G29791,down,48 h
AT3G30320,down,48 h
AT3G30370,down,48 h
AT3G30845,down,48 h
AT3G31350,down,48 h
AT3G31400,down,48 h
AT3G31910,down,48 h
AT3G32050,down,48 h
AT3G32100,down,48 h
AT3G32120,down,48 h
AT3G32130,down,48 h
AT3G32150,down,48 h
AT3G32190,down,48 h
AT3G32200,down,48 h
AT3G32960,down,48 h
AT3G42310,down,48 h
AT3G42380,down,48 h
AT3G42390,down,48 h
AT3G42780,down,48 h
AT3G42870,down,48 h
AT3G42940,down,48 h
AT3G42970,down,48 h
AT3G43260,down,48 h
AT3G43290,down,48 h
AT3G43410,down,48 h
AT3G43480,down,48 h
AT3G43500,down,48 h
AT3G43880,down,48 h
AT3G43900,down,48 h
AT3G43910,down,48 h
AT3G43940,down,48 h
AT3G43970,down,48 h
AT3G44210,down,48 h
AT3G44230,down,48 h
AT3G44580,down,48 h
AT3G44980,down,48 h
AT3G45200,down,48 h
AT3G45320,down,48 h
AT3G45800,down,48 h
AT3G45910,down,48 h
AT3G46240,down,48 h
AT3G46390,down,48 h
AT3G48220,down,48 h
AT3G48230,down,48 h
AT3G49610,down,48 h
AT3G50250,down,48 h
AT3G51020,down,48 h
AT3G52700,down,48 h
AT3G54550,down,48 h
AT3G55570,down,48 h
AT3G56180,down,48 h
AT3G56390,down,48 h
AT3G56610,down,48 h
AT3G57850,down,48 h
AT3G57900,down,48 h
AT3G58310,down,48 h
AT3G59460,down,48 h
AT3G60560,down,48 h
AT3G60760,down,48 h
AT3G61500,down,48 h
AT3G62350,down,48 h
AT3G62990,down,48 h
AT3G63020,down,48 h
AT3G63230,down,48 h
AT4G00280,down,48 h
AT4G01170,down,48 h
AT4G02000,down,48 h
AT4G02870,down,48 h
AT4G03040,down,48 h
AT4G03160,down,48 h
AT4G03380,down,48 h
AT4G03580,down,48 h
AT4G03740,down,48 h
AT4G04480,down,48 h
AT4G04980,down,48 h
AT4G07740,down,48 h
AT4G08630,down,48 h
AT4G08740,down,48 h
AT4G08760,down,48 h
AT4G09440,down,48 h
AT4G09660,down,48 h
AT4G09850,down,48 h
AT4G09860,down,48 h
AT4G10210,down,48 h
AT4G10220,down,48 h
AT4G10230,down,48 h
AT4G10870,down,48 h
AT4G10880,down,48 h
AT4G11020,down,48 h
AT4G11300,down,48 h
AT4G11940,down,48 h
AT4G12220,down,48 h
AT4G13261,down,48 h
AT4G13263,down,48 h
AT4G14530,down,48 h
AT4G15050,down,48 h
AT4G15060,down,48 h
AT4G15096,down,48 h
AT4G16090,down,48 h
AT4G17850,down,48 h
AT4G17930,down,48 h
AT4G18000,down,48 h
AT4G18080,down,48 h
AT4G18090,down,48 h
AT4G18150,down,48 h
AT4G18395,down,48 h
AT4G18500,down,48 h
AT4G18540,down,48 h
AT4G18680,down,48 h
AT4G18850,down,48 h
AT4G18860,down,48 h
AT4G19095,down,48 h
AT4G19480,down,48 h
AT4G19620,down,48 h
AT4G20290,down,48 h
AT4G21950,down,48 h
AT4G22400,down,48 h
AT4G23080,down,48 h
AT4G23350,down,48 h
AT4G23360,down,48 h
AT4G23370,down,48 h
AT4G23390,down,48 h
AT4G23970,down,48 h
AT4G24030,down,48 h
AT4G25330,down,48 h
AT4G25510,down,48 h
AT4G25930,down,48 h
AT4G26040,down,48 h
AT4G27930,down,48 h
AT4G32230,down,48 h
AT4G33320,down,48 h
AT4G34690,down,48 h
AT4G35210,down,48 h
AT4G35680,down,48 h
AT4G35725,down,48 h
AT4G36170,down,48 h
AT4G36370,down,48 h
AT4G36460,down,48 h
AT4G36510,down,48 h
AT5G01130,down,48 h
AT5G01140,down,48 h
AT5G01440,down,48 h
AT5G02660,down,48 h
AT5G03750,down,48 h
AT5G03920,down,48 h
AT5G03930,down,48 h
AT5G05030,down,48 h
AT5G06010,down,48 h
AT5G07490,down,48 h
AT5G09940,down,48 h
AT5G11220,down,48 h
AT5G11660,down,48 h
AT5G12460,down,48 h
AT5G14990,down,48 h
AT5G15420,down,48 h
AT5G15560,down,48 h
AT5G16090,down,48 h
AT5G17180,down,48 h
AT5G19710,down,48 h
AT5G20100,down,48 h
AT5G21110,down,48 h
AT5G22680,down,48 h
AT5G23180,down,48 h
AT5G24790,down,48 h
AT5G25000,down,48 h
AT5G25200,down,48 h
AT5G25415,down,48 h
AT5G25600,down,48 h
AT5G25870,down,48 h
AT5G25960,down,48 h
AT5G25990,down,48 h
AT5G26100,down,48 h
AT5G26970,down,48 h
AT5G27010,down,48 h
AT5G27260,down,48 h
AT5G27340,down,48 h
AT5G28090,down,48 h
AT5G28190,down,48 h
AT5G28410,down,48 h
AT5G28550,down,48 h
AT5G28690,down,48 h
AT5G28730,down,48 h
AT5G28950,down,48 h
AT5G29050,down,48 h
AT5G29070,down,48 h
AT5G35230,down,48 h
AT5G35470,down,48 h
AT5G35510,down,48 h
AT5G36080,down,48 h
AT5G36770,down,48 h
AT5G36980,down,48 h
AT5G37320,down,48 h
AT5G37420,down,48 h
AT5G37520,down,48 h
AT5G37650,down,48 h
AT5G37730,down,48 h
AT5G37840,down,48 h
AT5G37920,down,48 h
AT5G38190,down,48 h
AT5G38400,down,48 h
AT5G38490,down,48 h
AT5G38500,down,48 h
AT5G39010,down,48 h
AT5G39430,down,48 h
AT5G39870,down,48 h
AT5G39920,down,48 h
AT5G41530,down,48 h
AT5G41630,down,48 h
AT5G41640,down,48 h
AT5G41720,down,48 h
AT5G46300,down,48 h
AT5G46810,down,48 h
AT5G48210,down,48 h
AT5G48860,down,48 h
AT5G49260,down,48 h
AT5G50500,down,48 h
AT5G50830,down,48 h
AT5G50880,down,48 h
AT5G50910,down,48 h
AT5G51090,down,48 h
AT5G51650,down,48 h
AT5G52130,down,48 h
AT5G52500,down,48 h
AT5G52975,down,48 h
AT5G53690,down,48 h
AT5G53740,down,48 h
AT5G53790,down,48 h
AT5G54320,down,48 h
AT5G54330,down,48 h
AT5G54410,down,48 h
AT5G54420,down,48 h
AT5G54450,down,48 h
AT5G54480,down,48 h
AT5G54560,down,48 h
AT5G55010,down,48 h
AT5G55870,down,48 h
AT5G55880,down,48 h
AT5G56070,down,48 h
AT5G56770,down,48 h
AT5G57730,down,48 h
AT5G58880,down,48 h
AT5G60000,down,48 h
AT5G60240,down,48 h
AT5G60380,down,48 h
AT5G61605,down,48 h
AT5G61710,down,48 h
AT5G61720,down,48 h
AT5G62400,down,48 h
AT5G66340,down,48 h
AT5G67040,down,48 h
AT2G02440,down,48 h
AT2G02490,down,48 h
AT2G02515,down,48 h
AT2G02840,down,48 h
AT2G03180,down,48 h
AT2G03630,down,48 h
AT2G04220,down,48 h
AT2G04370,down,48 h
AT2G04675,down,48 h
AT2G04810,down,48 h
AT2G04830,down,48 h
AT2G05360,down,48 h
AT2G05370,down,48 h
AT2G05500,down,48 h
AT2G07110,down,48 h
AT2G07190,down,48 h
AT2G07280,down,48 h
AT2G09970,down,48 h
AT2G10340,down,48 h
AT2G10560,down,48 h
AT2G11010,down,48 h
AT2G11570,down,48 h
AT2G11620,down,48 h
AT2G12290,down,48 h
AT2G13500,down,48 h
AT2G13510,down,48 h
AT2G14390,down,48 h
AT2G14810,down,48 h
AT2G15360,down,48 h
AT2G15610,down,48 h
AT2G16020,down,48 h
AT2G16520,down,48 h
AT2G17960,down,48 h
AT2G18200,down,48 h
AT2G18610,down,48 h
AT2G18810,down,48 h
AT2G18830,down,48 h
AT2G18920,down,48 h
AT2G18930,down,48 h
AT2G19300,down,48 h
AT2G19420,down,48 h
AT2G20070,down,48 h
AT2G20150,down,48 h
AT2G20616,down,48 h
AT2G20620,down,48 h
AT2G21030,down,48 h
AT2G21655,down,48 h
AT2G21820,down,48 h
AT2G22320,down,48 h
AT2G22520,down,48 h
AT2G22940,down,48 h
AT2G23040,down,48 h
AT2G23920,down,48 h
AT2G24255,down,48 h
AT2G24670,down,48 h
AT2G24950,down,48 h
AT2G27320,down,48 h
AT2G27670,down,48 h
AT2G29605,down,48 h
AT2G29850,down,48 h
AT2G29880,down,48 h
AT2G30380,down,48 h
AT2G30430,down,48 h
AT2G30680,down,48 h
AT2G30690,down,48 h
AT2G30925,down,48 h
AT2G31035,down,48 h
AT2G31460,down,48 h
AT2G32050,down,48 h
AT2G33420,down,48 h
AT2G34270,down,48 h
AT2G34800,down,48 h
AT2G35250,down,48 h
AT2G36550,down,48 h
AT2G36940,down,48 h
AT2G38350,down,48 h
AT2G39520,down,48 h
AT2G40955,down,48 h
AT2G41590,down,48 h
AT2G41990,down,48 h
AT2G43450,down,48 h
AT2G02795,down,48 h
AT2G02835,down,48 h
AT2G04037,down,48 h
AT2G04041,down,48 h
AT2G05752,down,48 h
AT2G06555,down,48 h
AT2G06906,down,48 h
AT2G07215,down,48 h
AT2G10975,down,48 h
AT2G11405,down,48 h
AT2G11462,down,48 h
AT2G11623,down,48 h
AT2G11626,down,48 h
AT2G12875,down,48 h
AT2G12935,down,48 h
AT2G12945,down,48 h
AT2G13125,down,48 h
AT2G16015,down,48 h
AT2G17305,down,48 h
AT5G13825,down,48 h
AT5G22170,down,48 h
AT5G22180,down,48 h
AT5G22190,down,48 h
AT5G22545,down,48 h
AT5G24355,down,48 h
AT5G27606,down,48 h
AT5G28295,down,48 h
AT5G28820,down,48 h
AT5G28885,down,48 h
AT5G33393,down,48 h
AT5G33898,down,48 h
AT5G34881,down,48 h
AT5G34883,down,48 h
AT5G35604,down,48 h
AT5G35695,down,48 h
AT5G35945,down,48 h
AT5G45573,down,48 h
AT5G54062,down,48 h
AT4G01245,down,48 h
AT4G01535,down,48 h
AT4G03165,down,48 h
AT4G05523,down,48 h
AT4G05632,down,48 h
AT4G07675,down,48 h
AT4G07932,down,48 h
AT4G08097,down,48 h
AT4G08395,down,48 h
AT4G09775,down,48 h
AT4G09965,down,48 h
AT4G11385,down,48 h
AT4G15053,down,48 h
AT4G15056,down,48 h
AT1G02965,down,48 h
AT1G07476,down,48 h
AT1G11145,down,48 h
AT1G16025,down,48 h
AT1G21323,down,48 h
AT1G21475,down,48 h
AT1G29355,down,48 h
AT1G32975,down,48 h
AT1G35375,down,48 h
AT1G36925,down,48 h
AT1G43415,down,48 h
AT1G43722,down,48 h
AT1G47495,down,48 h
AT1G48145,down,48 h
AT1G53265,down,48 h
AT1G59835,down,48 h
AT1G59885,down,48 h
AT1G66045,down,48 h
AT1G66235,down,48 h
AT1G66245,down,48 h
AT1G71235,down,48 h
AT3G01185,down,48 h
AT3G11300,down,48 h
AT3G20155,down,48 h
AT3G20555,down,48 h
AT3G23245,down,48 h
AT3G24517,down,48 h
AT3G26616,down,48 h
AT3G28925,down,48 h
AT3G29385,down,48 h
AT3G29785,down,48 h
AT3G32896,down,48 h
AT3G32904,down,48 h
AT3G33393,down,48 h
AT3G33494,down,48 h
AT3G42786,down,48 h
AT3G44235,down,48 h
AT3G44935,down,48 h
AT3G48675,down,48 h
AT3G50373,down,48 h
AT4G06490,down,48 h
AT2G09388,down,48 h
AT2G32905,down,48 h
AT2G35215,down,48 h
AT2G39975,down,48 h
AT2G42180,down,48 h
AT2G43745,down,48 h
AT2G43795,down,48 h
AT2G45380,down,48 h
AT3G23172,down,48 h
AT5G26640,down,48 h
AT5G29613,down,48 h
AT2G03930,down,48 h
AT2G13126,down,48 h
AT2G14635,down,48 h
AT2G30985,down,48 h
AT2G31345,down,48 h
AT1G05085,down,48 h
AT1G53285,down,48 h
AT1G59865,down,48 h
AT1G61097,down,48 h
AT3G05725,down,48 h
AT3G49307,down,48 h
AT4G01985,down,48 h
AT4G13266,down,48 h
AT4G27415,down,48 h
AT5G26805,down,48 h
AT5G35737,down,48 h
AT5G39630,down,48 h
AT2G23830,down,48 h
AT4G19630,down,48 h
AT5G54460,down,48 h
AT4G35610,down,48 h
AT5G42640,down,48 h
AT4G12150,down,48 h
AT5G37220,down,48 h
AT5G41440,down,48 h
AT3G44785,down,48 h
AT1G48195,down,48 h
AT3G62850,down,48 h
AT3G43470,down,48 h
AT4G04775,down,48 h
AT5G15690,down,48 h
AT5G61110,down,48 h
AT2G07505,down,48 h
AT5G48205,down,48 h
AT3G43490,down,48 h
AT5G34870,down,48 h
AT5G32613,down,48 h
AT4G05553,down,48 h
AT3G59845,down,48 h
AT3G03080,down,48 h
AT2G17785,down,48 h
AT1G64380,down,48 h
AT3G14415,down,48 h
AT5G02550,down,96 h
AT5G66460,down,96 h
AT3G28670,down,96 h
AT5G08505,down,96 h
AT5G35760,down,96 h
AT1G03890,down,96 h
AT1G28030,down,96 h
AT2G44800,down,96 h
AT2G06960,down,96 h
AT1G52810,down,96 h
AT1G50780,down,96 h
AT5G09490,down,96 h
AT2G39590,down,96 h
AT3G51190,down,96 h
AT5G17730,down,96 h
AT3G28520,down,96 h
AT5G17750,down,96 h
AT4G27420,down,96 h
AT5G25320,down,96 h
AT4G03170,down,96 h
AT4G08640,down,96 h
AT1G49250,down,96 h
AT3G31900,down,96 h
AT5G07650,down,96 h
AT3G32400,down,96 h
AT5G20310,down,96 h
AT3G11680,down,96 h
AT1G50770,down,96 h
AT5G35810,down,96 h
AT5G04730,down,96 h
AT4G32630,down,96 h
AT1G59453,down,96 h
AT3G21880,down,96 h
AT4G10240,down,96 h
AT1G10455,down,96 h
AT4G17580,down,96 h
AT4G05370,down,96 h
AT4G01160,down,96 h
AT4G12360,down,96 h
AT5G09370,down,96 h
AT5G38160,down,96 h
AT5G38180,down,96 h
AT5G05120,down,96 h
AT5G27880,down,96 h
AT3G01030,down,96 h
AT4G26030,down,96 h
AT5G22990,down,96 h
AT2G15740,down,96 h
AT2G26940,down,96 h
AT3G45560,down,96 h
AT4G12210,down,96 h
AT5G50640,down,96 h
AT2G12880,down,96 h
AT2G15180,down,96 h
AT2G01800,down,96 h
AT1G30060,down,96 h
AT4G00920,down,96 h
AT2G34890,down,96 h
AT2G21010,down,96 h
AT1G23250,down,96 h
AT5G62240,down,96 h
AT1G09260,down,96 h
AT1G44478,down,96 h
AT5G56920,down,96 h
AT2G39320,down,96 h
AT3G25850,down,96 h
AT5G16430,down,96 h
AT2G21810,down,96 h
AT3G05300,down,96 h
AT1G32720,down,96 h
AT5G51900,down,96 h
AT3G61035,down,96 h
AT1G32300,down,96 h
AT3G53050,down,96 h
AT3G52350,down,96 h
AT1G71370,down,96 h
AT4G21895,down,96 h
AT1G36095,down,96 h
AT2G05635,down,96 h
AT5G28590,down,96 h
AT1G66420,down,96 h
AT4G00232,down,96 h
AT2G01370,down,96 h
AT2G20613,down,96 h
AT5G41765,down,96 h
AT1G61700,down,96 h
AT4G19580,down,96 h
AT1G31530,down,96 h
AT1G40390,down,96 h
AT3G13662,down,96 h
AT4G21050,down,96 h
AT4G21080,down,96 h
AT4G21040,down,96 h
AT1G66630,down,96 h
AT5G37870,down,96 h
AT5G37900,down,96 h
AT3G03272,down,96 h
AT5G65370,down,96 h
AT3G23350,down,96 h
AT3G57970,down,96 h
AT3G11870,down,96 h
AT2G29040,down,96 h
AT5G54820,down,96 h
AT1G20735,down,96 h
AT1G12190,down,96 h
AT1G27490,down,96 h
AT1G33020,down,96 h
AT3G16820,down,96 h
AT3G17480,down,96 h
AT3G17530,down,96 h
AT3G22720,down,96 h
AT3G24700,down,96 h
AT1G67455,down,96 h
AT3G22421,down,96 h
AT1G12870,down,96 h
AT4G04690,down,96 h
AT1G26510,down,96 h
AT1G31510,down,96 h
AT1G32600,down,96 h
AT1G46912,down,96 h
AT1G50470,down,96 h
AT1G59630,down,96 h
AT1G71290,down,96 h
AT3G04250,down,96 h
AT3G06280,down,96 h
AT3G47140,down,96 h
AT3G49440,down,96 h
AT5G43550,down,96 h
AT2G13630,down,96 h
AT2G21930,down,96 h
AT2G32470,down,96 h
AT5G44345,down,96 h
AT1G31163,down,96 h
AT3G03405,down,96 h
AT1G11810,down,96 h
AT5G41490,down,96 h
AT3G25090,down,96 h
AT2G02660,down,96 h
AT3G23685,down,96 h
AT1G30930,down,96 h
AT3G18150,down,96 h
AT3G29830,down,96 h
AT3G49040,down,96 h
AT1G20800,down,96 h
AT1G31080,down,96 h
AT1G36030,down,96 h
AT1G53550,down,96 h
AT3G30430,down,96 h
AT1G54640,down,96 h
AT1G20360,down,96 h
AT1G46840,down,96 h
AT1G46984,down,96 h
AT1G47300,down,96 h
AT1G47810,down,96 h
AT1G52490,down,96 h
AT1G53370,down,96 h
AT1G54550,down,96 h
AT1G56400,down,96 h
AT1G57580,down,96 h
AT1G61060,down,96 h
AT1G66490,down,96 h
AT1G67130,down,96 h
AT3G13820,down,96 h
AT3G17400,down,96 h
AT3G19880,down,96 h
AT3G19890,down,96 h
AT3G20690,down,96 h
AT3G23950,down,96 h
AT3G23970,down,96 h
AT3G44080,down,96 h
AT3G44090,down,96 h
AT3G49450,down,96 h
AT3G60790,down,96 h
AT3G62230,down,96 h
AT4G11590,down,96 h
AT5G18160,down,96 h
AT5G36730,down,96 h
AT5G39460,down,96 h
AT2G05970,down,96 h
AT2G14710,down,96 h
AT2G15640,down,96 h
AT2G19630,down,96 h
AT2G26850,down,96 h
AT2G33200,down,96 h
AT2G34280,down,96 h
AT2G42730,down,96 h
AT2G16365,down,96 h
AT1G47915,down,96 h
AT2G40925,down,96 h
AT1G53815,down,96 h
AT5G22670,down,96 h
AT5G56570,down,96 h
AT3G58980,down,96 h
AT3G62440,down,96 h
AT5G25860,down,96 h
AT5G53635,down,96 h
AT1G16940,down,96 h
AT5G44960,down,96 h
AT3G13680,down,96 h
AT3G59610,down,96 h
AT4G05080,down,96 h
AT4G19930,down,96 h
AT4G23580,down,96 h
AT4G33900,down,96 h
AT5G38670,down,96 h
AT5G51250,down,96 h
AT2G29600,down,96 h
AT4G20800,down,96 h
AT1G19410,down,96 h
AT5G40750,down,96 h
AT5G11370,down,96 h
AT5G56325,down,96 h
AT5G56400,down,96 h
AT1G66310,down,96 h
AT3G49020,down,96 h
AT5G56430,down,96 h
AT5G56440,down,96 h
AT5G56452,down,96 h
AT2G33796,down,96 h
AT5G22600,down,96 h
AT5G26730,down,96 h
AT5G45180,down,96 h
AT1G75530,down,96 h
AT1G61440,down,96 h
AT2G30090,down,96 h
AT1G28650,down,96 h
AT5G03590,down,96 h
AT5G03820,down,96 h
AT5G42170,down,96 h
AT5G63170,down,96 h
AT2G19010,down,96 h
AT3G23860,down,96 h
AT5G28180,down,96 h
AT2G29810,down,96 h
AT2G29820,down,96 h
AT1G65210,down,96 h
AT4G12960,down,96 h
AT3G31402,down,96 h
AT1G35150,down,96 h
